Timestamp_s,Lap_ID,Setup_Type,Speed_kmh,Engine_RPM,Gear,Throttle_Pos_%,Brake_Pressure_bar,Lateral_Accel_g,Longitudinal_Accel_g,Glicko_Volatility_Sigma,Rear_Wheel_Slip_%,Engine_Temp_C,Tire_Temp_RR_C,Steering_Angle_deg,Rear_Suspension_mm,GPS_Latitude,GPS_Longitude
0.160160,1,BASELINE,99.419261,10827.810919,2,99.974848,0.000000,0.817804,1.285692,0.223693,11.744217,98.014103,85.469548,-13.845636,66.531591,36.718613,6.033419
0.170170,1,BASELINE,99.810348,10836.283010,2,99.902503,0.000000,0.795413,1.284639,0.223356,10.729121,98.015116,85.461685,-13.776512,66.505778,36.718614,6.033420
0.180180,1,BASELINE,100.462958,10872.029645,2,100.000000,0.000000,0.790561,1.283583,0.223018,10.782415,98.016144,85.519467,-13.707733,66.479869,36.718614,6.033422
0.190190,1,BASELINE,100.928356,10885.511574,2,100.000000,0.000000,0.815620,1.282522,0.222681,8.013111,98.017188,85.476512,-13.639297,66.453863,36.718615,6.033423
0.200200,1,BASELINE,101.443862,10885.462594,2,100.000000,0.000000,0.829527,1.281458,0.222344,10.597260,98.018247,85.577899,-13.571203,66.427761,36.718616,6.033424
0.210210,1,BASELINE,101.738297,10883.905936,2,99.861168,0.000000,0.748843,1.280390,0.222006,9.464705,98.019322,85.567777,-13.503448,66.401563,36.718617,6.033425
0.220220,1,BASELINE,101.977815,10880.497227,2,99.902368,0.000000,0.808264,1.279318,0.221669,11.998858,98.020412,85.518684,-13.436033,66.375270,36.718618,6.033426
0.230230,1,BASELINE,102.272768,10904.765686,2,99.751863,0.000000,0.782179,1.278242,0.221331,13.924063,98.021518,85.661184,-13.368953,66.348881,36.718618,6.033428
0.240240,1,BASELINE,102.528982,10923.677844,2,100.000000,0.000000,0.784733,1.277162,0.220994,11.100848,98.022639,85.600821,-13.302209,66.322398,36.718619,6.033429
0.250250,1,BASELINE,102.879115,10957.983439,2,100.000000,0.000000,0.745945,1.276078,0.220657,13.419289,98.023775,85.784642,-13.235797,66.295820,36.718620,6.033430
0.260260,1,BASELINE,103.525155,10969.656715,2,99.576466,0.000000,0.792500,1.274991,0.220319,11.339032,98.024927,85.734045,-13.169718,66.269148,36.718621,6.033431
0.270270,1,BASELINE,103.944155,11015.099063,2,100.000000,0.000000,0.731516,1.273899,0.219982,12.147867,98.026095,85.820657,-13.103968,66.242382,36.718622,6.033432
0.280280,1,BASELINE,104.755567,11049.908322,2,100.000000,0.000000,0.808689,1.272804,0.219645,12.197879,98.027278,85.764945,-13.038546,66.215524,36.718622,6.033434
0.290290,1,BASELINE,105.108704,11070.558941,2,99.786098,0.000000,0.770054,1.271705,0.219307,10.859904,98.028476,85.840552,-12.973451,66.188572,36.718623,6.033435
0.300300,1,BASELINE,105.504569,11086.880248,2,99.183641,0.000000,0.788532,1.270603,0.218970,14.266396,98.029690,85.923741,-12.908681,66.161528,36.718624,6.033436
0.310310,1,BASELINE,105.834830,11122.805595,2,100.000000,0.000000,0.770954,1.269496,0.218633,13.154119,98.030919,86.004884,-12.844235,66.134391,36.718625,6.033437
0.320320,1,BASELINE,106.441576,11128.741478,2,100.000000,0.000000,0.778634,1.268386,0.218295,11.460375,98.032164,85.997639,-12.780110,66.107163,36.718626,6.033438
0.330330,1,BASELINE,106.955032,11170.095716,2,100.000000,0.000000,0.744848,1.267272,0.217958,12.620746,98.033425,86.049099,-12.716305,66.079844,36.718626,6.033440
0.340340,1,BASELINE,107.237833,11175.684137,2,99.733380,0.000000,0.731650,1.266154,0.217620,11.242958,98.034700,86.022264,-12.652819,66.052433,36.718627,6.033441
0.350350,1,BASELINE,107.812053,11211.897831,2,99.804631,0.000000,0.762177,1.265033,0.217283,9.490987,98.035991,85.984919,-12.589650,66.024932,36.718628,6.033442
0.360360,1,BASELINE,108.049697,11215.174425,2,100.000000,0.000000,0.731476,1.263908,0.216946,15.446499,98.037298,86.027526,-12.526796,65.997341,36.718629,6.033443
0.370370,1,BASELINE,108.423756,11224.983852,2,99.950144,0.000000,0.755695,1.262779,0.216608,12.392547,98.038620,85.990976,-12.464256,65.969660,36.718630,6.033444
0.380380,1,BASELINE,109.026752,11216.392988,2,100.000000,0.000000,0.737885,1.261647,0.216271,13.454828,98.039958,85.972728,-12.402028,65.941890,36.718630,6.033446
0.390390,1,BASELINE,109.442727,11243.150728,2,100.000000,0.000000,0.757691,1.260511,0.215934,12.026974,98.041311,86.166565,-12.340111,65.914030,36.718631,6.033447
0.400400,1,BASELINE,109.988784,11251.634536,2,100.000000,0.000000,0.725167,1.259371,0.215596,9.426919,98.042679,86.186724,-12.278503,65.886082,36.718632,6.033448
0.410410,1,BASELINE,110.567761,11280.894043,2,98.951721,0.000000,0.724246,1.258228,0.215259,12.903553,98.044063,86.202472,-12.217202,65.858045,36.718633,6.033449
0.420420,1,BASELINE,111.094943,11299.775968,2,100.000000,0.000000,0.755762,1.257081,0.214922,12.631583,98.045463,86.220833,-12.156208,65.829921,36.718634,6.033450
0.430430,1,BASELINE,111.998838,11318.182379,2,99.594674,0.000000,0.756320,1.255931,0.214584,9.608830,98.046878,86.260713,-12.095518,65.801709,36.718634,6.033452
0.440440,1,BASELINE,112.592740,11333.089441,2,100.000000,0.000000,0.728642,1.254777,0.214247,7.064475,98.048308,86.120819,-12.035131,65.773410,36.718635,6.033453
0.450450,1,BASELINE,113.106742,11353.429748,2,100.000000,0.000000,0.755247,1.253620,0.213909,11.317412,98.049754,86.053806,-11.975046,65.745024,36.718636,6.033454
0.460460,1,BASELINE,113.426664,11355.625506,2,99.202605,0.000000,0.708503,1.252459,0.213572,10.710599,98.051215,86.136436,-11.915260,65.716552,36.718637,6.033455
0.470470,1,BASELINE,113.785906,11354.461213,2,99.966341,0.000000,0.701570,1.251294,0.213235,9.846233,98.052692,86.212984,-11.855774,65.687994,36.718638,6.033456
0.480480,1,BASELINE,114.012948,11376.309214,2,100.000000,0.000000,0.735012,1.250126,0.212897,12.896071,98.054184,86.290140,-11.796584,65.659351,36.718638,6.033458
0.490490,1,BASELINE,114.235943,11385.240975,2,99.608364,0.000000,0.732227,1.248955,0.212560,13.963641,98.055692,86.224488,-11.737689,65.630622,36.718639,6.033459
0.500501,1,BASELINE,114.510822,11380.043043,2,100.000000,0.000000,0.679918,1.247780,0.212223,10.483570,98.057215,86.188526,-11.679089,65.601809,36.718640,6.033460
0.510511,1,BASELINE,114.745601,11426.584793,2,100.000000,0.000000,0.690141,1.246602,0.211885,11.885402,98.058753,86.078059,-11.620781,65.572911,36.718641,6.033461
0.520521,1,BASELINE,115.196342,11453.717028,2,100.000000,0.000000,0.748152,1.245420,0.211548,15.041495,98.060307,86.008380,-11.562764,65.543929,36.718642,6.033462
0.530531,1,BASELINE,115.822568,11473.870582,2,100.000000,0.000000,0.704485,1.244235,0.211211,13.190467,98.061877,86.030682,-11.505037,65.514864,36.718642,6.033464
0.540541,1,BASELINE,116.178728,11500.779376,2,99.955131,0.000000,0.748489,1.243046,0.210873,8.492545,98.063462,85.964551,-11.447598,65.485715,36.718643,6.033465
0.550551,1,BASELINE,116.794304,11508.071659,2,99.938695,0.000000,0.709741,1.241855,0.210536,18.078020,98.065062,85.985923,-11.390446,65.456484,36.718644,6.033466
0.560561,1,BASELINE,117.455923,11528.096683,2,99.691723,0.000000,0.688578,1.240659,0.210198,11.326031,98.066678,85.827650,-11.333579,65.427170,36.718645,6.033467
0.570571,1,BASELINE,117.640813,11544.185587,2,99.651676,0.000000,0.707726,1.239461,0.209861,11.587254,98.068310,85.731179,-11.276996,65.397775,36.718646,6.033468
0.580581,1,BASELINE,118.189685,11573.633450,2,100.000000,0.000000,0.689565,1.238259,0.209524,12.238656,98.069957,85.764294,-11.220696,65.368297,36.718646,6.033470
0.590591,1,BASELINE,118.402041,11587.512456,2,100.000000,0.000000,0.692681,1.237054,0.209186,11.792649,98.071619,85.738880,-11.164676,65.338739,36.718647,6.033471
0.600601,1,BASELINE,118.748814,11615.331850,2,100.000000,0.000000,0.672131,1.235845,0.208849,8.414091,98.073297,85.857853,-11.108937,65.309100,36.718648,6.033472
0.610611,1,BASELINE,119.144374,11667.499133,2,99.775134,0.000000,0.654133,1.234633,0.208512,11.298839,98.074990,85.830400,-11.053475,65.279380,36.718649,6.033473
0.620621,1,BASELINE,119.566766,11687.941578,2,100.000000,0.000000,0.686241,1.233418,0.208174,9.210011,98.076698,85.803036,-10.998291,65.249581,36.718650,6.033474
0.630631,1,BASELINE,119.978809,11693.962311,2,100.000000,0.000000,0.669167,1.232200,0.207837,11.564977,98.078423,85.883209,-10.943382,65.219701,36.718650,6.033476
0.640641,1,BASELINE,120.377723,11691.129369,2,100.000000,0.000000,0.654943,1.230978,0.207499,6.640706,98.080162,86.077380,-10.888747,65.189743,36.718651,6.033477
0.650651,1,BASELINE,120.827794,11713.025036,2,100.000000,0.000000,0.682008,1.229754,0.207162,15.665923,98.081917,85.910190,-10.834385,65.159706,36.718652,6.033478
0.660661,1,BASELINE,121.357866,11704.894594,2,100.000000,0.000000,0.664091,1.228526,0.206825,16.662169,98.083688,85.861246,-10.780294,65.129590,36.718653,6.033479
0.670671,1,BASELINE,121.745604,11720.462820,2,100.000000,0.000000,0.694646,1.227294,0.206487,12.335701,98.085474,85.671535,-10.726474,65.099397,36.718654,6.033480
0.680681,1,BASELINE,122.342349,11745.730202,2,99.418317,0.000000,0.653964,1.226060,0.206150,13.741897,98.087275,85.783381,-10.672922,65.069126,36.718654,6.033482
0.690691,1,BASELINE,122.717591,11766.886820,2,99.615328,0.000000,0.677669,1.224823,0.205813,8.812249,98.089092,85.634154,-10.619637,65.038777,36.718655,6.033483
0.700701,1,BASELINE,123.019828,11809.956760,2,100.000000,0.000000,0.654523,1.223582,0.205475,11.470654,98.090925,85.650883,-10.566619,65.008352,36.718656,6.033484
0.710711,1,BASELINE,123.426150,11855.775935,2,99.864492,0.000000,0.650722,1.222338,0.205138,15.068195,98.092772,85.487787,-10.513865,64.977851,36.718657,6.033485
0.720721,1,BASELINE,123.784337,11880.113956,2,100.000000,0.000000,0.631147,1.221092,0.204801,13.826103,98.094636,85.499442,-10.461374,64.947273,36.718658,6.033486
0.730731,1,BASELINE,124.348060,11869.522433,2,99.680119,0.000000,0.630023,1.219842,0.204463,7.946707,98.096515,85.562545,-10.409146,64.916620,36.718658,6.033488
0.740741,1,BASELINE,124.802795,11869.875275,2,99.541448,0.000000,0.659598,1.218589,0.204126,11.946154,98.098409,85.694597,-10.357178,64.885892,36.718659,6.033489
0.750751,1,BASELINE,125.048916,11882.945213,2,100.000000,0.000000,0.625779,1.217333,0.203788,14.679878,98.100318,85.657850,-10.305470,64.855089,36.718660,6.033490
0.760761,1,BASELINE,125.470667,11874.152288,2,99.864699,0.000000,0.652858,1.216074,0.203451,11.133472,98.102244,85.645054,-10.254020,64.824212,36.718661,6.033491
0.770771,1,BASELINE,125.964947,11911.179775,2,99.977976,0.000000,0.667322,1.214812,0.203114,12.912701,98.104184,85.657024,-10.202827,64.793261,36.718662,6.033492
0.780781,1,BASELINE,126.449730,11921.494608,2,99.819295,0.000000,0.594780,1.213547,0.202776,12.353818,98.106140,85.657197,-10.151889,64.762236,36.718662,6.033494
0.790791,1,BASELINE,126.949080,11945.926555,2,99.864106,0.000000,0.656646,1.212279,0.202439,9.372730,98.108112,85.535924,-10.101206,64.731138,36.718663,6.033495
0.800801,1,BASELINE,127.440036,11971.810797,2,100.000000,0.000000,0.636560,1.211008,0.202102,10.437388,98.110099,85.506792,-10.050776,64.699967,36.718664,6.033496
0.810811,1,BASELINE,128.033935,12000.837210,2,100.000000,0.000000,0.613185,1.209734,0.201764,15.445298,98.112101,85.494352,-10.000597,64.668724,36.718665,6.033497
0.820821,1,BASELINE,128.628888,12021.340754,2,100.000000,0.000000,0.625193,1.208457,0.201427,11.816939,98.114119,85.480723,-9.950669,64.637410,36.718666,6.033498
0.830831,1,BASELINE,129.431169,12023.163328,2,99.778458,0.000000,0.641987,1.207177,0.201090,11.058884,98.116153,85.555693,-9.900990,64.606023,36.718666,6.033500
0.840841,1,BASELINE,130.060475,12031.408269,2,100.000000,0.000000,0.643411,1.205895,0.200752,10.155590,98.118202,85.490666,-9.851560,64.574566,36.718667,6.033501
0.850851,1,BASELINE,130.463816,12049.642345,2,99.592640,0.000000,0.617376,1.204609,0.200415,8.040441,98.120266,85.414361,-9.802376,64.543038,36.718668,6.033502
0.860861,1,BASELINE,130.693771,12063.206219,2,100.000000,0.000000,0.630114,1.203321,0.200077,9.650368,98.122346,85.353043,-9.753437,64.511439,36.718669,6.033503
0.870871,1,BASELINE,131.255023,12098.822374,2,99.818190,0.000000,0.581457,1.202029,0.199740,12.402923,98.124441,85.437983,-9.704743,64.479771,36.718670,6.033505
0.880881,1,BASELINE,131.301108,12146.823429,2,100.000000,0.000000,0.635954,1.200735,0.199403,9.976066,98.126552,85.433283,-9.656292,64.448033,36.718670,6.033506
0.890891,1,BASELINE,131.654155,12203.467236,2,99.524338,0.000000,0.626203,1.199438,0.199065,9.987369,98.128678,85.379328,-9.608083,64.416226,36.718671,6.033507
0.900901,1,BASELINE,131.898160,12223.785413,2,100.000000,0.000000,0.626005,1.198139,0.198728,15.182214,98.130819,85.543635,-9.560115,64.384351,36.718672,6.033508
0.910911,1,BASELINE,132.225984,12254.926543,2,100.000000,0.000000,0.617721,1.196836,0.198391,9.012646,98.132977,85.472596,-9.512386,64.352407,36.718673,6.033509
0.920921,1,BASELINE,132.551104,12285.055471,2,100.000000,0.000000,0.569436,1.195531,0.198053,10.922494,98.135149,85.458375,-9.464895,64.320395,36.718674,6.033511
0.930931,1,BASELINE,133.076922,12300.754046,2,99.560622,0.000000,0.618306,1.194223,0.197716,11.874189,98.137337,85.520198,-9.417642,64.288317,36.718674,6.033512
0.940941,1,BASELINE,133.522878,12293.466817,2,99.561298,0.000000,0.607526,1.192912,0.197378,12.840993,98.139541,85.532029,-9.370624,64.256171,36.718675,6.033513
0.950951,1,BASELINE,134.135286,12286.117293,2,100.000000,0.000000,0.577693,1.191599,0.197041,12.791143,98.141760,85.448805,-9.323842,64.223958,36.718676,6.033514
0.960961,1,BASELINE,134.626954,12267.988906,2,100.000000,0.000000,0.605529,1.190283,0.196704,8.470160,98.143994,85.476345,-9.277292,64.191679,36.718677,6.033515
0.970971,1,BASELINE,135.224635,12263.453546,2,99.958752,0.000000,0.560021,1.188964,0.196366,10.076186,98.146244,85.562879,-9.230975,64.159335,36.718678,6.033517
0.980981,1,BASELINE,135.399347,12285.831098,2,100.000000,0.000000,0.588656,1.187642,0.196029,11.483838,98.148509,85.697985,-9.184890,64.126925,36.718678,6.033518
0.990991,1,BASELINE,135.884978,12287.752372,2,100.000000,0.000000,0.560171,1.186318,0.195692,10.441044,98.150790,85.763205,-9.139034,64.094450,36.718679,6.033519
1.001001,1,BASELINE,136.186082,12304.037683,2,99.365215,0.000000,0.563039,1.184991,0.195354,16.048750,98.153086,85.829201,-9.093408,64.061910,36.718680,6.033520
1.011011,1,BASELINE,136.809481,12321.619436,2,100.000000,0.000000,0.588978,1.183662,0.195017,11.224190,98.155398,86.005583,-9.048009,64.029307,36.718681,6.033521
1.021021,1,BASELINE,137.035643,12341.411495,2,99.587914,0.000000,0.577452,1.182330,0.194680,11.884736,98.157725,86.114159,-9.002836,63.996639,36.718682,6.033523
1.031031,1,BASELINE,137.663171,12375.370915,2,99.655996,0.000000,0.616021,1.180995,0.194342,11.980410,98.160068,86.106890,-8.957890,63.963908,36.718682,6.033524
1.041041,1,BASELINE,138.213594,12397.831014,2,100.000000,0.000000,0.544017,1.179658,0.194005,15.314194,98.162426,86.168894,-8.913168,63.931115,36.718683,6.033525
1.051051,1,BASELINE,138.835920,12428.911324,2,99.446044,0.000000,0.517565,1.178318,0.193667,10.358735,98.164799,86.104622,-8.868669,63.898259,36.718684,6.033526
1.061061,1,BASELINE,139.319763,12457.640110,2,100.000000,0.000000,0.587898,1.176976,0.193330,14.968550,98.167189,86.104612,-8.824392,63.865341,36.718685,6.033527
1.071071,1,BASELINE,139.680525,12478.503175,2,100.000000,0.000000,0.577891,1.175631,0.192993,14.026009,98.169593,86.196570,-8.780336,63.832361,36.718686,6.033529
1.081081,1,BASELINE,140.019132,12502.131364,2,99.480024,0.000000,0.579574,1.174284,0.192655,11.194055,98.172013,85.964637,-8.736500,63.799319,36.718686,6.033530
1.091091,1,BASELINE,140.293302,12502.511403,2,99.983298,0.000000,0.530514,1.172934,0.192318,13.184056,98.174448,86.094569,-8.692883,63.766217,36.718687,6.033531
1.101101,1,BASELINE,140.649013,12527.082496,2,99.347765,0.000000,0.608140,1.171582,0.191981,11.568107,98.176899,86.070752,-8.649484,63.733055,36.718688,6.033532
1.111111,1,BASELINE,140.943054,12528.314144,2,99.374774,0.000000,0.583791,1.170228,0.191643,16.963315,98.179366,85.888850,-8.606301,63.699832,36.718689,6.033533
1.121121,1,BASELINE,141.220929,12542.333884,2,99.464942,0.000000,0.570890,1.168871,0.191306,11.969718,98.181847,85.633305,-8.563334,63.666550,36.718690,6.033535
1.131131,1,BASELINE,141.723460,12561.291119,2,100.000000,0.000000,0.569928,1.167511,0.190969,11.232944,98.184345,85.577590,-8.520582,63.633209,36.718690,6.033536
1.141141,1,BASELINE,141.827846,12559.126192,2,100.000000,0.000000,0.551844,1.166149,0.190631,11.508957,98.186857,85.412769,-8.478043,63.599808,36.718691,6.033537
1.151151,1,BASELINE,142.011187,12568.398678,2,100.000000,0.000000,0.554374,1.164785,0.190294,11.487799,98.189386,85.378281,-8.435716,63.566350,36.718692,6.033538
1.161161,1,BASELINE,142.268888,12592.054557,2,100.000000,0.000000,0.507629,1.163418,0.189956,11.177810,98.191929,85.370741,-8.393601,63.532833,36.718693,6.033539
1.171171,1,BASELINE,142.749627,12610.451259,2,100.000000,0.000000,0.563402,1.162049,0.189619,14.392579,98.194488,85.415776,-8.351696,63.499259,36.718694,6.033541
1.181181,1,BASELINE,143.325282,12639.830175,2,99.917479,0.000000,0.562128,1.160678,0.189282,11.161651,98.197063,85.357834,-8.310000,63.465627,36.718694,6.033542
1.191191,1,BASELINE,143.865083,12627.043929,2,99.826875,0.000000,0.556822,1.159304,0.188944,16.026683,98.199653,85.215752,-8.268512,63.431939,36.718695,6.033543
1.201201,1,BASELINE,144.587798,12680.749714,2,100.000000,0.000000,0.551726,1.157928,0.188607,10.792556,98.202259,85.276627,-8.227232,63.398195,36.718696,6.033544
1.211211,1,BASELINE,145.174060,12720.426482,2,99.956158,0.000000,0.525728,1.156550,0.188270,12.437147,98.204880,85.373071,-8.186157,63.364394,36.718697,6.033545
1.221221,1,BASELINE,145.876326,12774.948231,2,100.000000,0.000000,0.530490,1.155170,0.187932,12.022643,98.207516,85.318287,-8.145288,63.330538,36.718698,6.033547
1.231231,1,BASELINE,146.095277,12812.944796,2,99.841100,0.000000,0.499584,1.153787,0.187595,14.368089,98.210168,85.376497,-8.104623,63.296627,36.718698,6.033548
1.241241,1,BASELINE,146.143460,12822.354737,2,100.000000,0.000000,0.508400,1.152402,0.187258,9.575929,98.212835,85.421774,-8.064160,63.262661,36.718699,6.033549
1.251251,1,BASELINE,146.138530,12835.311224,2,100.000000,0.000000,0.512868,1.151015,0.186920,12.135499,98.215518,85.294647,-8.023900,63.228641,36.718700,6.033550
1.261261,1,BASELINE,146.173489,12869.105349,2,100.000000,0.000000,0.524134,1.149626,0.186583,11.912120,98.218216,85.412016,-7.983841,63.194566,36.718701,6.033551
1.271271,1,BASELINE,146.463366,12881.576701,2,99.836177,0.000000,0.491099,1.148234,0.186245,10.955847,98.220930,85.540922,-7.943981,63.160439,36.718702,6.033553
1.281281,1,BASELINE,146.920192,12879.559563,2,100.000000,0.000000,0.520045,1.146840,0.185908,11.953963,98.223659,85.562489,-7.904321,63.126258,36.718703,6.033554
1.291291,1,BASELINE,147.667250,12880.481014,2,99.908061,0.000000,0.521430,1.145444,0.185571,10.574924,98.226404,85.518667,-7.864859,63.092025,36.718703,6.033555
1.301301,1,BASELINE,148.449880,12915.185130,2,99.415899,0.000000,0.516473,1.144046,0.185233,10.093418,98.229164,85.390577,-7.825593,63.057739,36.718704,6.033556
1.311311,1,BASELINE,148.982645,12927.146721,2,100.000000,0.000000,0.543593,1.142646,0.184896,10.706879,98.231940,85.386613,-7.786524,63.023401,36.718705,6.033557
1.321321,1,BASELINE,149.663320,12960.206194,2,99.973258,0.000000,0.507591,1.141244,0.184559,13.917495,98.234731,85.490906,-7.747650,62.989012,36.718706,6.033559
1.331331,1,BASELINE,150.073074,12967.419720,2,99.732760,0.000000,0.488593,1.139840,0.184221,13.896934,98.237537,85.335317,-7.708970,62.954572,36.718707,6.033560
1.341341,1,BASELINE,150.518416,12943.311992,2,99.803682,0.000000,0.518447,1.138433,0.183884,12.182513,98.240359,85.140135,-7.670483,62.920081,36.718707,6.033561
1.351351,1,BASELINE,150.823451,12955.401582,2,99.396699,0.000000,0.536778,1.137025,0.183546,14.587856,98.243197,85.282196,-7.632188,62.885540,36.718708,6.033562
1.361361,1,BASELINE,151.162110,12960.697303,2,100.000000,0.000000,0.480404,1.135615,0.183209,14.161066,98.246050,85.230487,-7.594084,62.850949,36.718709,6.033563
1.371371,1,BASELINE,151.691691,12973.719743,2,100.000000,0.000000,0.543363,1.134202,0.182872,11.246895,98.248918,85.237554,-7.556171,62.816309,36.718710,6.033565
1.381381,1,BASELINE,152.026557,12999.450742,2,100.000000,0.000000,0.480414,1.132788,0.182534,13.006271,98.251802,85.069227,-7.518446,62.781620,36.718711,6.033566
1.391391,1,BASELINE,152.412864,13048.437772,2,100.000000,0.000000,0.469319,1.131371,0.182197,9.652522,98.254701,84.875775,-7.480910,62.746882,36.718711,6.033567
1.401401,1,BASELINE,152.547121,13093.817872,2,99.890971,0.000000,0.518333,1.129953,0.181860,14.990317,98.257616,84.981011,-7.443562,62.712096,36.718712,6.033568
1.411411,1,BASELINE,152.644873,13143.552146,2,100.000000,0.000000,0.476736,1.128533,0.181522,11.965810,98.260546,85.102468,-7.406400,62.677262,36.718713,6.033569
1.421421,1,BASELINE,153.042531,13188.920935,2,99.872965,0.000000,0.475531,1.127110,0.181185,12.148014,98.263492,85.056424,-7.369424,62.642380,36.718714,6.033571
1.431431,1,BASELINE,153.332744,13205.186167,2,100.000000,0.000000,0.521924,1.125686,0.180848,12.263209,98.266453,85.046058,-7.332632,62.607452,36.718715,6.033572
1.441441,1,BASELINE,153.712517,13214.230911,2,99.837912,0.000000,0.441446,1.124260,0.180510,6.749126,98.269430,85.007207,-7.296024,62.572477,36.718715,6.033573
1.451451,1,BASELINE,154.099607,13220.258767,2,99.944531,0.000000,0.487097,1.122832,0.180173,17.623640,98.272422,85.042767,-7.259598,62.537456,36.718716,6.033574
1.461461,1,BASELINE,154.441703,13187.616671,2,100.000000,0.000000,0.501226,1.121402,0.179835,11.266722,98.275429,85.123288,-7.223355,62.502389,36.718717,6.033575
1.471471,1,BASELINE,155.102169,13179.426165,2,99.896963,0.000000,0.487748,1.119970,0.179498,13.692820,98.278452,85.321431,-7.187292,62.467276,36.718718,6.033577
1.481481,1,BASELINE,155.336337,13184.896344,2,100.000000,0.000000,0.458726,1.118537,0.179161,15.306898,98.281491,85.194320,-7.151409,62.432119,36.718719,6.033578
1.491491,1,BASELINE,155.608741,13205.577573,2,99.933845,0.000000,0.475832,1.117102,0.178823,13.317629,98.284545,85.308024,-7.115706,62.396917,36.718719,6.033579
1.501502,1,BASELINE,156.020435,13241.908187,2,100.000000,0.000000,0.493941,1.115664,0.178486,10.419271,98.287614,85.444141,-7.080181,62.361671,36.718720,6.033580
1.511512,1,BASELINE,156.604572,13274.113356,2,99.556466,0.000000,0.472395,1.114226,0.178149,14.619906,98.290699,85.602472,-7.044833,62.326381,36.718721,6.033581
1.521522,1,BASELINE,157.110318,13291.871500,2,100.000000,0.000000,0.454073,1.112785,0.177811,13.786123,98.293799,85.783134,-7.009662,62.291048,36.718722,6.033583
1.531532,1,BASELINE,157.502739,13343.212254,2,100.000000,0.000000,0.493860,1.111342,0.177474,12.236280,98.296915,85.759449,-6.974666,62.255671,36.718723,6.033584
1.541542,1,BASELINE,157.978134,13371.178092,2,100.000000,0.000000,0.465366,1.109898,0.177137,9.474860,98.300046,85.753926,-6.939845,62.220253,36.718723,6.033585
1.551552,1,BASELINE,158.241580,13385.992387,2,99.544842,0.000000,0.444540,1.108452,0.176799,11.902694,98.303193,85.843319,-6.905198,62.184792,36.718724,6.033586
