time,engine_rpm,engine_torque_nm,throttle_pos_pct,brake_press_front_bar,brake_press_rear_bar,speed_kmh,gear,clutch_slip_rpm,wheel_speed_front_rps,wheel_speed_rear_rps,wheel_slip_rear_pct,lat_accel_g,long_accel_g,vert_accel_g,roll_angle_deg,pitch_angle_deg,yaw_rate_degs,steering_angle_deg,susp_travel_front_mm,susp_travel_rear_mm,damper_vel_front_ms,damper_vel_rear_ms,engine_temp_c,oil_pressure_bar,fuel_flow_lph,lambda_sensor,tire_temp_fl_c,tire_temp_fr_c,tire_temp_rl_c,tire_temp_rr_c,tire_press_fl_bar,tire_press_fr_bar,tire_press_rl_bar,tire_press_rr_bar,glicko_volatility_sigma,glicko_rating,glicko_deviation,lap_distance_m,gps_latitude,gps_longitude,gps_altitude_m,gps_speed_kmh,gps_heading_deg,setup
0.100100,10685.551405,105.876155,100.000000,0.000000,0.000000,95.860996,2,106.855514,13.895038,4.829748,35.000000,0.816638,1.097577,1.319318,-185.827257,74.926595,210.897928,-16.581584,107.858607,-10.586562,-0.001790,-0.010387,98.019467,6.461848,3.739943,0.960500,81.627276,82.761621,86.751952,87.751952,1.896273,1.897616,1.717520,1.717520,0.230005,1494.500000,350.000000,2.870021,36.718626,6.033432,124.755914,96.265753,85.370657,BASELINE
0.110110,10704.106546,106.035199,100.000000,0.000000,0.000000,96.248948,2,107.041065,13.951271,4.838135,35.000000,0.813375,1.098519,1.359412,-185.084691,74.990859,210.905280,-16.821667,107.840756,-10.689991,-0.001785,-0.010343,98.021361,6.269289,3.746437,0.955762,82.079947,82.811557,86.752147,87.752147,1.900799,1.898116,1.717521,1.717521,0.229415,1494.000000,350.000000,3.137379,36.718628,6.033435,124.949167,96.247218,84.474004,BASELINE
0.120120,10722.661686,106.194243,100.000000,0.000000,0.000000,96.637232,2,107.226617,14.007553,4.846522,35.000000,0.810125,1.099456,1.302346,-184.345093,75.054832,210.909929,-16.794863,107.822952,-10.792978,-0.001780,-0.010299,98.023275,6.518809,3.752932,0.925378,82.243625,82.969805,86.752342,87.752342,1.902436,1.899698,1.717523,1.717523,0.228824,1493.500000,350.000000,3.405816,36.718631,6.033438,125.160767,97.044958,84.366778,BASELINE
0.130130,10741.216827,106.353287,100.000000,0.000000,0.000000,97.025845,2,107.412168,14.063882,4.854909,35.000000,0.806888,1.100389,1.284010,-183.608450,75.118514,210.911889,-16.986664,107.805193,-10.895521,-0.001776,-0.010254,98.025209,6.599004,3.759426,0.931141,81.855508,82.758003,86.752538,87.752538,1.898555,1.897580,1.717525,1.717525,0.228234,1493.000000,350.000000,3.675332,36.718633,6.033441,124.990547,97.039786,82.700059,BASELINE
0.140140,10759.771967,106.512331,100.000000,0.000000,0.000000,97.414787,2,107.597720,14.120259,4.863295,35.000000,0.803663,1.101317,1.321131,-182.874751,75.181903,210.911176,-17.206811,107.787479,-10.997623,-0.001771,-0.010210,98.027165,6.448396,3.765920,0.941592,81.906014,82.992524,86.752733,87.752733,1.899060,1.899925,1.717527,1.717527,0.227644,1492.500000,350.000000,3.945928,36.718635,6.033444,124.870537,98.289719,84.945142,BASELINE
0.150150,10778.327108,106.671375,100.000000,0.000000,0.000000,97.804054,2,107.783271,14.176684,4.871682,35.000000,0.800452,1.102241,1.278354,-182.143984,75.245001,210.907804,-16.963591,107.769807,-11.099284,-0.001767,-0.010166,98.029141,6.516879,3.772414,0.959572,82.097813,82.662229,86.752928,87.752928,1.900978,1.896622,1.717529,1.717529,0.227053,1492.000000,350.000000,4.217606,36.718638,6.033447,125.137123,98.868516,85.057914,BASELINE
0.160160,10796.882248,106.830419,100.000000,0.000000,0.000000,98.193647,2,107.968822,14.233155,4.880069,35.000000,0.797253,1.103161,1.384458,-181.416137,75.307806,210.901790,-16.723678,107.752177,-11.200503,-0.001763,-0.010122,98.031137,6.270214,3.778909,0.958571,82.370664,83.112059,86.753123,87.753123,1.903707,1.901121,1.717531,1.717531,0.226463,1491.500000,350.000000,4.490367,36.718640,6.033450,125.594013,98.128166,83.751436,BASELINE
0.170170,10815.437389,106.989463,100.000000,0.000000,0.000000,98.583563,2,108.154374,14.289673,4.888455,35.000000,0.794067,1.104077,1.330412,-180.691198,75.370318,210.893147,-16.501322,107.734587,-11.301281,-0.001759,-0.010078,98.033154,6.382918,3.785403,0.927485,82.132359,83.154245,86.753318,87.753318,1.901324,1.901542,1.717533,1.717533,0.225872,1491.000000,350.000000,4.764210,36.718643,6.033453,124.806437,98.159089,85.419363,BASELINE
0.180180,10833.992529,107.148507,100.000000,0.000000,0.000000,98.973800,2,108.339925,14.346238,4.896842,35.000000,0.790894,1.104989,1.335774,-179.969157,75.432536,210.881892,-16.541354,107.717036,-11.401620,-0.001755,-0.010034,98.035192,6.495986,3.791897,0.950978,82.211900,82.834927,86.753514,87.753514,1.902119,1.898349,1.717535,1.717535,0.225282,1490.500000,350.000000,5.039137,36.718645,6.033456,124.475283,98.718874,86.193005,BASELINE
0.190190,10852.547670,107.307551,100.000000,0.000000,0.000000,99.364359,2,108.525477,14.402850,4.905229,35.000000,0.787734,1.105896,1.269756,-179.250000,75.494461,210.868039,-16.518043,107.699523,-11.501518,-0.001751,-0.009990,98.037251,6.182213,3.798392,0.961695,82.011624,83.037775,86.753709,87.753709,1.900116,1.900378,1.717537,1.717537,0.224692,1490.000000,350.000000,5.315149,36.718648,6.033460,125.720990,98.948225,85.201288,BASELINE
0.200200,10871.102810,107.466596,100.000000,0.000000,0.000000,99.755235,2,108.711028,14.459507,4.913616,35.000000,0.784586,1.106799,1.304817,-178.533717,75.556092,210.851603,-16.794666,107.682046,-11.600977,-0.001748,-0.009946,98.039330,6.444103,3.804886,0.939678,82.235968,83.193550,86.753904,87.753904,1.902360,1.901935,1.717539,1.717539,0.224101,1489.500000,350.000000,5.592247,36.718650,6.033463,125.507437,99.960499,84.770669,BASELINE
0.210210,10889.657951,107.625640,100.000000,0.000000,0.000000,100.146430,2,108.896580,14.516211,4.922002,35.000000,0.781451,1.107697,1.269601,-177.820297,75.617428,210.832599,-16.516359,107.664605,-11.699998,-0.001744,-0.009902,98.041429,6.482543,3.811380,0.959157,82.364845,83.112495,86.754099,87.754099,1.903648,1.901125,1.717541,1.717541,0.223511,1489.000000,350.000000,5.870431,36.718653,6.033466,125.765652,100.002393,85.031334,BASELINE
0.220220,10908.213091,107.784684,100.000000,0.000000,0.000000,100.537940,2,109.082131,14.572960,4.930389,35.000000,0.778328,1.108591,1.315602,-177.109727,75.678470,210.811043,-16.056589,107.647198,-11.798579,-0.001741,-0.009858,98.043549,6.430832,3.817875,0.939339,82.439834,82.921802,86.754294,87.754294,1.904398,1.899218,1.717543,1.717543,0.222920,1488.500000,350.000000,6.149704,36.718655,6.033469,124.395812,100.091235,84.173454,BASELINE
0.230230,10926.768232,107.943728,100.000000,0.000000,0.000000,100.929764,2,109.267682,14.629755,4.938776,35.000000,0.775218,1.109481,1.349282,-176.401997,75.739217,210.786948,-16.034834,107.629823,-11.896723,-0.001737,-0.009814,98.045690,6.435649,3.824369,0.946020,81.988500,83.348819,86.754489,87.754489,1.899885,1.903488,1.717545,1.717545,0.222330,1488.000000,350.000000,6.430064,36.718658,6.033472,123.659102,100.030063,85.408417,BASELINE
0.240240,10945.323372,108.102772,100.000000,0.000000,0.000000,101.321901,2,109.453234,14.686595,4.947162,35.000000,0.772120,1.110367,1.397062,-175.697095,75.799668,210.760331,-15.529190,107.612480,-11.994429,-0.001734,-0.009771,98.047852,6.481558,3.830863,0.957230,82.121108,83.152099,86.754685,87.754685,1.901211,1.901521,1.717547,1.717547,0.221740,1487.500000,350.000000,6.711514,36.718660,6.033475,124.368075,101.791529,85.798626,BASELINE
0.250250,10963.878513,108.261816,100.000000,0.000000,0.000000,101.714350,2,109.638785,14.743480,4.955549,35.000000,0.769035,1.111248,1.260915,-174.995009,75.859823,210.731205,-16.222078,107.595168,-12.091698,-0.001731,-0.009727,98.050034,6.479252,3.837357,0.942234,81.722470,83.041397,86.754880,87.754880,1.897225,1.900414,1.717549,1.717549,0.221149,1487.000000,350.000000,6.994054,36.718663,6.033478,125.138866,102.244799,85.056219,BASELINE
0.260260,10982.433653,108.420860,100.000000,0.000000,0.000000,102.107107,2,109.824337,14.800411,4.963936,35.000000,0.765962,1.112125,1.318056,-174.295730,75.919682,210.699585,-16.045129,107.577884,-12.188530,-0.001728,-0.009683,98.052237,6.443357,3.843852,0.908488,82.052902,83.250945,86.755075,87.755075,1.900529,1.902509,1.717551,1.717551,0.220559,1486.500000,350.000000,7.277684,36.718665,6.033482,125.030766,102.295937,84.848621,BASELINE
0.270270,11000.988794,108.579904,100.000000,0.000000,0.000000,102.500174,2,110.009888,14.857386,4.972323,35.000000,0.762901,1.112997,1.268882,-173.599244,75.979245,210.665487,-15.509324,107.560629,-12.284926,-0.001726,-0.009640,98.054460,6.466526,3.850346,0.939280,82.317806,82.928515,86.755270,87.755270,1.903178,1.899285,1.717553,1.717553,0.219982,1486.000000,350.000000,7.562407,36.718668,6.033485,125.374583,103.187422,85.777516,BASELINE
0.280280,11019.543934,108.738948,100.000000,0.000000,0.000000,102.893546,2,110.195439,14.914405,4.980709,35.000000,0.759852,1.113865,1.215750,-172.905542,76.038511,210.628924,-16.009833,107.543400,-12.380886,-0.001723,-0.009596,98.056704,6.341714,3.856840,0.941507,82.364994,82.954154,86.755465,87.755465,1.903650,1.899542,1.717555,1.717555,0.219645,1485.500000,350.000000,7.848223,36.718671,6.033488,124.748467,103.103421,85.911344,BASELINE
0.290290,11038.099075,108.897992,100.000000,0.000000,0.000000,103.287224,2,110.380991,14.971468,4.989096,35.000000,0.756816,1.114729,1.331593,-172.214611,76.097480,210.589911,-15.964090,107.526196,-12.476410,-0.001720,-0.009552,98.058968,6.435746,3.863335,0.935664,81.953399,83.145624,86.755661,87.755661,1.899534,1.901456,1.717557,1.717557,0.219307,1485.000000,350.000000,8.135131,36.718673,6.033491,126.716657,103.486781,84.650542,BASELINE
0.300300,11056.654215,109.057036,100.000000,0.000000,0.000000,103.681205,2,110.566542,15.028576,4.997483,35.000000,0.753792,1.115589,1.375349,-171.526442,76.156151,210.548464,-15.698827,107.509017,-12.571500,-0.001718,-0.009509,98.061253,6.456365,3.869829,0.957923,81.956837,82.785594,86.755856,87.755856,1.899568,1.897856,1.717559,1.717559,0.218970,1484.500000,350.000000,8.423135,36.718676,6.033494,124.575000,103.216248,85.597438,BASELINE
0.310310,11075.209356,109.216080,100.000000,0.000000,0.000000,104.075489,2,110.752094,15.085727,5.005869,35.000000,0.750780,1.116444,1.364590,-170.841023,76.214525,210.504595,-15.617759,107.491861,-12.666154,-0.001716,-0.009465,98.063559,6.582387,3.876323,0.955488,82.064795,83.201916,86.756051,87.756051,1.900648,1.902019,1.717561,1.717561,0.218633,1484.000000,350.000000,8.712233,36.718678,6.033498,124.914585,103.228518,85.268444,BASELINE
0.320320,11093.764496,109.375124,100.000000,0.000000,0.000000,104.470072,2,110.937645,15.142922,5.014256,35.000000,0.747780,1.117294,1.276800,-170.158342,76.272601,210.458321,-15.172633,107.474728,-12.760375,-0.001713,-0.009422,98.065886,6.376151,3.882818,0.918852,81.828619,83.045507,86.756246,87.756246,1.898286,1.900455,1.717562,1.717562,0.218295,1483.500000,350.000000,9.002428,36.718681,6.033501,124.284286,103.600874,84.120731,BASELINE
0.330330,11112.319637,109.534168,100.000000,0.000000,0.000000,104.864955,2,111.123196,15.200160,5.022643,35.000000,0.744791,1.118141,1.296182,-169.478390,76.330378,210.409655,-15.407340,107.457615,-12.854162,-0.001711,-0.009379,98.068233,6.361391,3.889312,0.931000,82.197442,82.854430,86.756441,87.756441,1.901974,1.898544,1.717564,1.717564,0.217958,1483.000000,350.000000,9.293720,36.718683,6.033504,125.027955,104.984947,83.005048,BASELINE
0.340340,11130.874777,109.693212,100.000000,0.000000,0.000000,105.260135,2,111.308748,15.257441,5.031030,35.000000,0.741815,1.118983,1.373769,-168.801154,76.387856,210.358611,-14.940840,107.440521,-12.947516,-0.001709,-0.009335,98.070600,6.411661,3.895806,0.941349,81.814156,83.380171,86.756637,87.756637,1.898142,1.903802,1.717566,1.717566,0.217620,1482.500000,350.000000,9.586109,36.718686,6.033507,125.360304,106.563482,86.092969,BASELINE
0.350350,11149.429918,109.852256,100.000000,0.000000,0.000000,105.655611,2,111.494299,15.314766,5.039416,35.000000,0.738851,1.119820,1.310637,-168.126625,76.445036,210.305204,-15.355875,107.423446,-13.040437,-0.001707,-0.009292,98.072989,6.337370,3.902300,0.955880,82.315915,83.303819,86.756832,87.756832,1.903159,1.903038,1.717568,1.717568,0.217283,1482.000000,350.000000,9.879597,36.718689,6.033511,125.191674,106.174946,85.941294,BASELINE
0.360360,11167.985058,110.011300,100.000000,0.000000,0.000000,106.051381,2,111.679851,15.372132,5.047803,35.000000,0.735899,1.120654,1.312089,-167.454791,76.501916,210.249449,-15.378726,107.406389,-13.132925,-0.001706,-0.009249,98.075397,6.404096,3.908795,0.918420,81.990498,83.192707,86.757027,87.757027,1.899905,1.901927,1.717570,1.717570,0.216946,1481.500000,350.000000,10.174184,36.718691,6.033514,125.060658,105.648220,85.479597,BASELINE
0.370370,11186.540199,110.170345,100.000000,0.000000,0.000000,106.447443,2,111.865402,15.429542,5.056190,35.000000,0.732958,1.121482,1.292295,-166.785642,76.558496,210.191358,-14.433984,107.389347,-13.224982,-0.001704,-0.009206,98.077827,6.429359,3.915289,0.973617,81.894786,83.183462,86.757222,87.757222,1.898948,1.901835,1.717572,1.717572,0.216608,1481.000000,350.000000,10.469871,36.718694,6.033517,125.630025,106.653022,84.934610,BASELINE
0.380380,11205.095339,110.329389,100.000000,0.000000,0.000000,106.843797,2,112.050953,15.486993,5.064576,35.000000,0.730029,1.122307,1.212442,-166.119167,76.614777,210.130948,-14.891551,107.372321,-13.316607,-0.001703,-0.009163,98.080277,6.407804,3.921783,0.966233,82.286765,82.824553,86.757417,87.757417,1.902868,1.898246,1.717574,1.717574,0.216271,1480.500000,350.000000,10.766660,36.718697,6.033521,124.681334,107.018315,83.675657,BASELINE
0.390390,11223.650480,110.488433,100.000000,0.000000,0.000000,107.240441,2,112.236505,15.544487,5.072963,35.000000,0.727112,1.123127,1.342647,-165.455355,76.670757,210.068231,-15.101686,107.355308,-13.407801,-0.001701,-0.009119,98.082748,6.642142,3.928278,0.948695,81.771002,83.161751,86.757613,87.757613,1.897710,1.901618,1.717576,1.717576,0.215934,1480.000000,350.000000,11.064550,36.718699,6.033524,124.928752,107.111090,85.220860,BASELINE
0.400400,11242.205620,110.647477,100.000000,0.000000,0.000000,107.637372,2,112.422056,15.602022,5.081350,35.000000,0.724206,1.123943,1.355330,-164.794196,76.726437,210.003222,-14.159593,107.338309,-13.498565,-0.001700,-0.009076,98.085239,6.354189,3.934772,0.972266,81.855734,83.211082,86.757808,87.757808,1.898557,1.902111,1.717578,1.717578,0.215596,1479.500000,350.000000,11.363542,36.718702,6.033527,124.715691,107.546171,84.892449,BASELINE
0.410410,11260.760761,110.806521,100.000000,0.000000,0.000000,108.034590,2,112.607608,15.659598,5.089737,35.000000,0.721312,1.124754,1.398499,-164.135678,76.781816,209.935935,-14.603047,107.321321,-13.588898,-0.001699,-0.009033,98.087751,6.491375,3.941266,0.957088,81.948530,83.043675,86.758003,87.758003,1.899485,1.900437,1.717580,1.717580,0.215259,1479.000000,350.000000,11.663638,36.718705,6.033531,124.872308,108.361605,86.236627,BASELINE
0.420420,11279.315901,110.965565,100.000000,0.000000,0.000000,108.432093,2,112.793159,15.717216,5.098123,35.000000,0.718430,1.125561,1.327849,-163.479792,76.836894,209.866384,-14.661367,107.304343,-13.678801,-0.001698,-0.008990,98.090284,6.469900,3.947761,0.926294,81.872452,82.840289,86.758198,87.758198,1.898725,1.898403,1.717582,1.717582,0.214922,1478.500000,350.000000,11.964839,36.718707,6.033534,124.816090,108.362798,86.521867,BASELINE
0.430430,11297.871042,111.124609,100.000000,0.000000,0.000000,108.829880,2,112.978710,15.774876,5.106510,35.000000,0.715559,1.126363,1.448340,-162.826527,76.891671,209.794583,-14.785200,107.287376,-13.768276,-0.001697,-0.008947,98.092837,6.454631,3.954255,0.996966,82.221070,83.084146,86.758393,87.758393,1.902211,1.900841,1.717584,1.717584,0.214584,1478.000000,350.000000,12.267144,36.718710,6.033537,124.642523,109.266511,85.797162,BASELINE
0.440440,11316.426182,111.283653,100.000000,0.000000,0.000000,109.227948,2,113.164262,15.832575,5.114897,35.000000,0.712700,1.127161,1.356234,-162.175873,76.946146,209.720545,-14.397253,107.270416,-13.857321,-0.001696,-0.008905,98.095411,6.312768,3.960749,0.932291,82.095375,83.137522,86.758589,87.758589,1.900954,1.901375,1.717586,1.717586,0.214247,1477.500000,350.000000,12.570555,36.718713,6.033541,124.624156,108.800408,84.839681,BASELINE
0.450450,11334.981323,111.442697,100.000000,0.000000,0.000000,109.626296,2,113.349813,15.890316,5.123283,35.000000,0.709852,1.127955,1.449456,-161.527818,77.000319,209.644286,-14.788096,107.253464,-13.945938,-0.001695,-0.008862,98.098005,6.365694,3.967243,0.937790,81.878117,83.276393,86.758784,87.758784,1.898781,1.902764,1.717588,1.717588,0.213909,1477.000000,350.000000,12.875072,36.718716,6.033544,125.852380,109.434237,86.182317,BASELINE
0.460460,11353.536463,111.601741,100.000000,0.000000,0.000000,110.024923,2,113.535365,15.948097,5.131670,35.000000,0.707015,1.128744,1.322293,-160.882353,77.054190,209.565817,-14.585251,107.236518,-14.034127,-0.001695,-0.008819,98.100620,6.451675,3.973738,0.957274,81.889199,82.935763,86.758979,87.758979,1.898892,1.899358,1.717590,1.717590,0.213572,1476.500000,350.000000,13.180697,36.718718,6.033548,124.541943,110.556875,85.111977,BASELINE
0.470470,11372.091604,111.760785,100.000000,0.000000,0.000000,110.423828,2,113.720916,16.005918,5.140057,35.000000,0.704190,1.129528,1.341663,-160.239467,77.107759,209.485154,-14.368333,107.219577,-14.121888,-0.001694,-0.008776,98.103256,6.429694,3.980232,0.935460,81.846651,82.767387,86.759174,87.759174,1.898467,1.897674,1.717592,1.717592,0.213235,1476.000000,350.000000,13.487430,36.718721,6.033551,124.947409,110.764489,85.692652,BASELINE
0.480480,11390.646744,111.919829,100.000000,0.000000,0.000000,110.823008,2,113.906467,16.063779,5.148444,35.000000,0.701376,1.130309,1.364297,-159.599151,77.161025,209.402310,-13.813576,107.202640,-14.209223,-0.001694,-0.008733,98.105912,6.604523,3.986726,0.911285,81.853316,83.312314,86.759369,87.759369,1.898533,1.903123,1.717594,1.717594,0.212897,1475.500000,350.000000,13.795272,36.718724,6.033555,125.711077,110.913494,85.090043,BASELINE
0.490490,11409.201885,112.078873,100.000000,0.000000,0.000000,111.222461,2,114.092019,16.121680,5.156830,35.000000,0.698573,1.131085,1.377278,-158.961393,77.213988,209.317299,-14.551735,107.185706,-14.296130,-0.001693,-0.008691,98.108589,6.505050,3.993221,0.945975,81.843016,82.880693,86.759565,87.759565,1.898430,1.898807,1.717596,1.717596,0.212560,1475.000000,350.000000,14.104223,36.718727,6.033558,125.669349,110.926204,85.078795,BASELINE
0.500501,11427.757025,112.237917,100.000000,0.000000,0.000000,111.622188,2,114.277570,16.179620,5.165217,35.000000,0.695782,1.131856,1.270433,-158.326183,77.266648,209.230134,-13.822307,107.168774,-14.382612,-0.001693,-0.008648,98.111286,6.467509,3.999715,0.950852,82.067804,82.518047,86.759760,87.759760,1.900678,1.895180,1.717598,1.717598,0.212223,1474.500000,350.000000,14.414285,36.718729,6.033562,124.926913,111.586117,85.506700,BASELINE
0.510511,11446.312166,112.396961,100.000000,0.000000,0.000000,112.022185,2,114.463122,16.237600,5.173604,35.000000,0.693001,1.132623,1.366286,-157.693512,77.319005,209.140829,-13.703280,107.151843,-14.468668,-0.001693,-0.008606,98.114005,6.474815,4.006209,0.943213,81.873718,82.806805,86.759955,87.759955,1.898737,1.898068,1.717600,1.717600,0.211885,1474.000000,350.000000,14.725457,36.718732,6.033565,125.118648,112.083579,86.874065,BASELINE
0.520521,11464.867306,112.556005,100.000000,0.000000,0.000000,112.422451,2,114.648673,16.295618,5.181990,35.000000,0.690232,1.133385,1.401978,-157.063369,77.371058,209.049397,-14.002144,107.134912,-14.554298,-0.001693,-0.008563,98.116743,6.451714,4.012704,0.943364,82.167382,83.144415,86.760150,87.760150,1.901674,1.901444,1.717602,1.717602,0.211548,1473.500000,350.000000,15.037742,36.718735,6.033569,124.635737,113.319388,85.721196,BASELINE
0.530531,11483.422447,112.715050,100.000000,0.000000,0.000000,112.822985,2,114.834224,16.353676,5.190377,35.000000,0.687474,1.134143,1.307403,-156.435744,77.422807,208.955852,-13.725494,107.117979,-14.639504,-0.001693,-0.008521,98.119503,6.450725,4.019198,0.927854,82.021292,82.825176,86.760345,87.760345,1.900213,1.898252,1.717603,1.717603,0.211211,1473.000000,350.000000,15.351139,36.718738,6.033572,125.118662,113.107725,84.564568,BASELINE
0.540541,11501.977587,112.874094,100.000000,0.000000,0.000000,113.223785,2,115.019776,16.411772,5.198764,35.000000,0.684727,1.134897,1.310380,-155.810627,77.474252,208.860208,-13.346112,107.101044,-14.724285,-0.001693,-0.008478,98.122283,6.467900,4.025692,0.933877,82.052498,83.038005,86.760541,87.760541,1.900525,1.900380,1.717605,1.717605,0.210873,1472.500000,350.000000,15.665650,36.718741,6.033576,125.039161,112.905794,85.871662,BASELINE
0.550551,11520.532728,113.033138,100.000000,0.000000,0.000000,113.624850,2,115.205327,16.469906,5.207151,35.000000,0.681991,1.135646,1.281142,-155.188008,77.525393,208.762478,-13.274735,107.084106,-14.808643,-0.001694,-0.008436,98.125083,6.513825,4.032186,0.942337,81.843270,83.054424,86.760736,87.760736,1.898433,1.900544,1.717607,1.717607,0.210536,1472.000000,350.000000,15.981274,36.718744,6.033579,124.758072,113.334015,84.985559,BASELINE
0.560561,11539.087868,113.192182,100.000000,0.000000,0.000000,114.026178,2,115.390879,16.528078,5.215537,35.000000,0.679266,1.136391,1.346867,-154.567877,77.576229,208.662675,-13.572759,107.067164,-14.892577,-0.001694,-0.008393,98.127904,6.353029,4.038681,0.971488,81.933580,82.819547,86.760931,87.760931,1.899336,1.898195,1.717609,1.717609,0.210198,1471.500000,350.000000,16.298014,36.718746,6.033583,125.882561,114.315908,85.117267,BASELINE
