Time_s,Lap_ID,Setup_Type,Speed_kmh,Engine_RPM,Gear,Throttle_Pos,Glicko_Volatility,Rear_Wheel_Slip
0.4706,1,BASELINE,98.8235,10941.1765,2,100.0000,0.2004,11.3943
0.4806,1,BASELINE,99.0113,10961.2015,2,95.8524,0.2330,11.8111
0.4906,1,BASELINE,99.1990,10981.2265,2,100.0000,0.3062,6.9852
0.5006,1,BASELINE,99.3867,11001.2516,2,100.0000,0.2902,12.1294
0.5106,1,BASELINE,99.5745,11021.2766,2,100.0000,0.5126,10.8914
0.5207,1,BASELINE,99.7622,11041.3016,2,99.8302,0.1534,6.6135
0.5307,1,BASELINE,99.9499,11061.3267,2,97.2552,0.2049,11.6885
0.5407,1,BASELINE,100.1377,11081.3517,2,88.8257,0.3735,9.5541
0.5507,1,BASELINE,100.3254,11101.3767,2,100.0000,0.2230,9.5944
0.5607,1,BASELINE,100.5131,11121.4018,2,100.0000,0.5491,7.2626
0.5707,1,BASELINE,100.7009,11141.4268,2,98.9818,0.1704,6.1517
0.5807,1,BASELINE,100.8886,11161.4518,2,100.0000,0.5712,6.5252
0.5907,1,BASELINE,101.0763,11181.4768,2,96.2167,0.2257,10.8596
0.6008,1,BASELINE,101.2641,11201.5019,2,100.0000,0.1980,10.0626
0.6108,1,BASELINE,101.4518,11221.5269,2,100.0000,0.1792,8.7869
0.6208,1,BASELINE,101.6395,11241.5519,2,98.5120,0.1798,9.1543
0.6308,1,BASELINE,101.8273,11261.5770,2,85.7807,0.4344,11.5704
0.6408,1,BASELINE,102.0150,11281.6020,2,90.2130,0.3457,8.1822
0.6508,1,BASELINE,102.2028,11301.6270,2,73.0629,0.6887,11.7183
0.6608,1,BASELINE,102.3905,11321.6521,2,84.4586,0.4608,11.8078
0.6708,1,BASELINE,102.5782,11341.6771,2,100.0000,0.3065,12.0822
0.6809,1,BASELINE,102.7660,11361.7021,2,95.4778,0.2404,8.4563
0.6909,1,BASELINE,102.9537,11381.7272,2,96.6148,0.2177,11.9038
0.7009,1,BASELINE,103.1414,11401.7522,2,87.9140,0.3917,9.0464
0.7109,1,BASELINE,103.3292,11421.7772,2,96.8678,0.2126,13.2426
0.7209,1,BASELINE,103.5169,11441.8023,2,100.0000,0.1585,6.5120
0.7309,1,BASELINE,103.7046,11461.8273,2,100.0000,0.4170,7.1937
0.7409,1,BASELINE,103.8924,11481.8523,2,94.4823,0.2604,10.2353
0.7509,1,BASELINE,104.0801,11501.8773,2,98.3522,0.1830,10.6967
0.7610,1,BASELINE,104.2678,11521.9024,2,100.0000,0.5576,9.9250
0.7710,1,BASELINE,104.4556,11541.9274,2,100.0000,0.2571,6.8516
0.7810,1,BASELINE,104.6433,11561.9524,2,100.0000,0.4763,7.9313
0.7910,1,BASELINE,104.8310,11581.9775,2,100.0000,0.3758,9.7932
0.8010,1,BASELINE,105.0188,11602.0025,2,100.0000,0.4363,10.3295
0.8110,1,BASELINE,105.2065,11622.0275,2,94.8765,0.2525,9.7233
0.8210,1,BASELINE,105.3942,11642.0526,2,100.0000,0.7767,10.2097
0.8310,1,BASELINE,105.5820,11662.0776,2,100.0000,0.4820,12.3031
0.8411,1,BASELINE,105.7697,11682.1026,2,93.8574,0.2729,9.4437
0.8511,1,BASELINE,105.9574,11702.1277,2,97.7919,0.1942,9.7596
0.8611,1,BASELINE,106.1452,11722.1527,2,92.2947,0.3041,8.7526
0.8711,1,BASELINE,106.3329,11742.1777,2,100.0000,0.3120,8.0778
0.8811,1,BASELINE,106.5207,11762.2028,2,91.6947,0.3161,9.7001
0.8911,1,BASELINE,106.7084,11782.2278,2,100.0000,0.1703,10.0437
0.9011,1,BASELINE,106.8961,11802.2528,2,81.9873,0.5103,10.4128
0.9111,1,BASELINE,107.0839,11822.2778,2,95.0381,0.2492,6.8191
0.9212,1,BASELINE,107.2716,11842.3029,2,85.2878,0.4442,9.5923
0.9312,1,BASELINE,107.4593,11862.3279,2,100.0000,0.1894,12.4875
0.9412,1,BASELINE,107.6471,11882.3529,2,100.0000,0.2326,10.5586
0.9512,1,BASELINE,107.8348,11902.3780,2,100.0000,0.2101,10.1548
0.9612,1,BASELINE,108.0225,11922.4030,2,94.0691,0.2686,14.3533
0.9712,1,BASELINE,108.2103,11942.4280,2,99.9293,0.1514,11.9493
0.9812,1,BASELINE,108.3980,11962.4531,2,100.0000,0.1755,12.2478
0.9912,1,BASELINE,108.5857,11982.4781,2,100.0000,0.3189,9.3636
1.0013,1,BASELINE,108.7735,12002.5031,2,99.9596,0.1508,11.8027
1.0113,1,BASELINE,108.9612,12022.5282,2,93.3078,0.2838,10.1860
1.0213,1,BASELINE,109.1489,12042.5532,2,90.7146,0.3357,11.6508
1.0313,1,BASELINE,109.3367,12062.5782,2,100.0000,0.2957,14.1393
1.0413,1,BASELINE,109.5244,12082.6033,2,100.0000,0.2241,11.4913
1.0513,1,BASELINE,109.7121,12102.6283,2,100.0000,0.3760,10.1674
1.0613,1,BASELINE,109.8999,12122.6533,2,95.7267,0.2355,9.9811
1.0713,1,BASELINE,110.0876,12142.6783,2,99.4879,0.1602,9.7772
1.0814,1,BASELINE,110.2753,12162.7034,2,93.5099,0.2798,10.1925
1.0914,1,BASELINE,110.4631,12182.7284,2,95.5990,0.2380,11.5333
1.1014,1,BASELINE,110.6508,12202.7534,2,100.0000,0.2743,6.6639
1.1114,1,BASELINE,110.8385,12222.7785,2,99.8841,0.1523,7.8094
1.1214,1,BASELINE,111.0263,12242.8035,2,95.8392,0.2332,11.8360
1.1314,1,BASELINE,111.2140,12262.8285,2,100.0000,0.4270,12.9399
1.1414,1,BASELINE,111.4018,12282.8536,2,92.9857,0.2903,12.8307
1.1514,1,BASELINE,111.5895,12302.8786,2,98.6542,0.1769,7.8137
1.1615,1,BASELINE,111.7772,12322.9036,2,99.3404,0.1632,11.1201
1.1715,1,BASELINE,111.9650,12342.9287,2,90.2703,0.3446,11.7313
1.1815,1,BASELINE,112.1527,12362.9537,2,100.0000,0.1926,12.6426
1.1915,1,BASELINE,112.3404,12382.9787,2,100.0000,0.4457,14.9475
1.2015,1,BASELINE,112.5282,12403.0038,2,90.3038,0.3439,7.1891
1.2115,1,BASELINE,112.7159,12423.0288,2,85.3543,0.4429,11.3064
1.2215,1,BASELINE,112.9036,12443.0538,2,100.0000,0.2554,15.1499
1.2315,1,BASELINE,113.0914,12463.0788,2,100.0000,0.3817,9.5682
1.2416,1,BASELINE,113.2791,12483.1039,2,88.5595,0.3788,8.5570
1.2516,1,BASELINE,113.4668,12503.1289,2,95.5276,0.2394,12.1883
1.2616,1,BASELINE,113.6546,12523.1539,2,92.6885,0.2962,12.5517
1.2716,1,BASELINE,113.8423,12543.1790,2,100.0000,0.3710,10.1688
1.2816,1,BASELINE,114.0300,12563.2040,2,100.0000,0.2054,9.0797
1.2916,1,BASELINE,114.2178,12583.2290,2,100.0000,0.3928,9.8767
1.3016,1,BASELINE,114.4055,12603.2541,2,94.0092,0.2698,11.7114
1.3116,1,BASELINE,114.5932,12623.2791,2,100.0000,0.3862,13.3640
1.3217,1,BASELINE,114.7810,12643.3041,2,100.0000,0.2517,10.5895
1.3317,1,BASELINE,114.9687,12663.3292,2,88.0400,0.3892,12.7490
1.3417,1,BASELINE,115.1564,12683.3542,2,100.0000,0.2751,11.6667
1.3517,1,BASELINE,115.3442,12703.3792,2,100.0000,0.1946,11.6571
1.3617,1,BASELINE,115.5319,12723.4043,2,100.0000,0.1960,9.3864
1.3717,1,BASELINE,115.7196,12743.4293,2,100.0000,0.2535,7.8485
1.3817,1,BASELINE,115.9074,12763.4543,2,77.4765,0.6005,8.2846
1.3917,1,BASELINE,116.0951,12783.4793,2,100.0000,0.2446,10.4261
1.4018,1,BASELINE,116.2829,12803.5044,2,99.2471,0.1651,7.1823
1.4118,1,BASELINE,116.4706,12823.5294,2,100.0000,0.1946,9.6582
1.4218,1,BASELINE,116.6583,12843.5544,2,88.8549,0.3729,12.4478
1.4318,1,BASELINE,116.8461,12863.5795,2,89.1101,0.3678,8.8783
1.4418,1,BASELINE,117.0338,12883.6045,2,87.2192,0.4056,10.3769
1.4518,1,BASELINE,117.2215,12903.6295,2,79.7499,0.5550,7.0835
1.4618,1,BASELINE,117.4093,12923.6546,2,95.1813,0.2464,8.8897
1.4718,1,BASELINE,117.5970,12943.6796,2,100.0000,0.1626,8.7198
1.4819,1,BASELINE,117.7847,12963.7046,2,100.0000,0.1745,10.6868
1.4919,1,BASELINE,117.9725,12983.7297,2,100.0000,0.2609,10.4096
1.5019,1,BASELINE,118.1602,13003.7547,2,96.9591,0.2108,10.4898
1.5119,1,BASELINE,118.3479,13023.7797,2,98.2845,0.1843,10.4059
1.5219,1,BASELINE,118.5357,13043.8048,2,100.0000,0.3413,7.9653
1.5319,1,BASELINE,118.7234,13063.8298,2,99.8375,0.1532,10.7912
1.5419,1,BASELINE,118.9111,13083.8548,2,100.0000,0.5350,10.8042
1.5519,1,BASELINE,119.0989,13103.8798,2,100.0000,0.2696,11.7403
1.5620,1,BASELINE,119.2866,13123.9049,2,100.0000,0.1859,10.5886
1.5720,1,BASELINE,119.4743,13143.9299,2,96.4502,0.2210,7.1862
1.5820,1,BASELINE,119.6621,13163.9549,2,100.0000,0.1760,10.5595
1.5920,1,BASELINE,119.8498,13183.9800,2,84.4715,0.4606,9.8756
1.6020,1,BASELINE,120.0375,13204.0050,2,100.0000,0.1989,12.0042
1.6120,1,BASELINE,120.2253,13224.0300,2,94.1480,0.2670,8.2415
1.6220,1,BASELINE,120.4130,13244.0551,2,100.0000,0.2263,11.2955
1.6320,1,BASELINE,120.6008,13264.0801,2,92.9302,0.2914,7.0253
1.6421,1,BASELINE,120.7885,13284.1051,2,99.2417,0.1652,8.0716
1.6521,1,BASELINE,120.9762,13304.1302,2,100.0000,0.4458,5.3671
1.6621,1,BASELINE,121.1640,13324.1552,2,83.8079,0.4738,9.1311
1.6721,1,BASELINE,121.3517,13344.1802,2,94.1076,0.2678,12.0784
1.6821,1,BASELINE,121.5394,13364.2053,2,100.0000,0.4256,6.8436
1.6921,1,BASELINE,121.7272,13384.2303,2,100.0000,0.2283,8.3064
1.7021,1,BASELINE,121.9149,13404.2553,2,100.0000,0.4917,8.5466
1.7121,1,BASELINE,122.1026,13424.2804,2,91.5947,0.3181,8.6839
1.7222,1,BASELINE,122.2904,13444.3054,2,82.6980,0.4960,10.7375
1.7322,1,BASELINE,122.4781,13464.3304,2,100.0000,0.4556,6.6109
1.7422,1,BASELINE,122.6658,13484.3554,2,100.0000,0.5547,8.3718
1.7522,1,BASELINE,122.8536,13504.3805,2,100.0000,0.2711,9.5600
1.7622,1,BASELINE,123.0413,13524.4055,2,100.0000,0.5132,10.5280
1.7722,1,BASELINE,123.2290,13544.4305,2,82.7428,0.4951,7.5419
1.7822,1,BASELINE,123.4168,13564.4556,2,93.8981,0.2720,8.0719
1.7922,1,BASELINE,123.6045,13584.4806,2,100.0000,0.4163,8.2137
1.8023,1,BASELINE,123.7922,13604.5056,2,100.0000,0.2721,9.2660
1.8123,1,BASELINE,123.9800,13624.5307,2,97.9782,0.1904,7.1881
1.8223,1,BASELINE,124.1677,13644.5557,2,100.0000,0.2854,11.5634
1.8323,1,BASELINE,124.3554,13664.5807,2,100.0000,0.4619,10.9109
1.8423,1,BASELINE,124.5432,13684.6058,2,100.0000,0.1686,12.9119
1.8523,1,BASELINE,124.7309,13704.6308,2,100.0000,0.1915,8.7315
1.8623,1,BASELINE,124.9186,13724.6558,2,100.0000,0.2197,10.6239
1.8723,1,BASELINE,125.1064,13744.6809,2,90.3982,0.3420,9.6261
1.8824,1,BASELINE,125.2941,13764.7059,2,100.0000,0.2550,12.2150
1.8924,1,BASELINE,125.4819,13784.7309,2,82.2279,0.5054,8.1315
1.9024,1,BASELINE,125.6696,13804.7559,2,100.0000,0.2525,11.2153
1.9124,1,BASELINE,125.8573,13824.7810,2,99.5043,0.1599,9.1076
1.9224,1,BASELINE,126.0451,13844.8060,2,98.5734,0.1785,10.4517
1.9324,1,BASELINE,126.2328,13864.8310,2,100.0000,0.1737,9.3510
1.9424,1,BASELINE,126.4205,13884.8561,2,100.0000,0.3991,12.1721
1.9524,1,BASELINE,126.6083,13904.8811,2,100.0000,0.2488,9.9098
1.9625,1,BASELINE,126.7960,13924.9061,2,83.4406,0.4812,13.8689
1.9725,1,BASELINE,126.9837,13944.9312,2,100.0000,0.3592,10.8480
1.9825,1,BASELINE,127.1715,13964.9562,2,100.0000,0.2237,9.0809
1.9925,1,BASELINE,127.3592,13984.9812,2,98.8294,0.1734,12.9310
2.0025,1,BASELINE,127.5469,10503.7547,3,92.4144,0.3983,9.1575
2.0125,1,BASELINE,127.7347,10518.7735,3,89.2610,0.3352,9.3445
2.0225,1,BASELINE,127.9224,10533.7922,3,74.7936,0.2541,9.3994
2.0325,1,BASELINE,128.1101,10548.8110,3,73.2630,0.2847,14.4772
2.0426,1,BASELINE,128.2979,10563.8298,3,91.2232,0.3745,7.5817
2.0526,1,BASELINE,128.4856,10578.8486,3,77.2504,0.2050,10.8418
2.0626,1,BASELINE,128.6733,10593.8673,3,81.7089,0.1842,11.2571
2.0726,1,BASELINE,128.8611,10608.8861,3,91.2019,0.3740,13.2100
2.0826,1,BASELINE,129.0488,10623.9049,3,70.3248,0.3435,9.1743
2.0926,1,BASELINE,129.2365,10638.9237,3,75.3939,0.2421,10.6110
2.1026,1,BASELINE,129.4243,10653.9424,3,95.7852,0.4657,10.6893
2.1126,1,BASELINE,129.6120,10668.9612,3,90.7244,0.3645,6.5560
2.1227,1,BASELINE,129.7997,10683.9800,3,83.9920,0.2298,10.0864
2.1327,1,BASELINE,129.9875,10698.9987,3,73.8036,0.2739,14.5882
2.1427,1,BASELINE,130.1752,10714.0175,3,71.6045,0.3179,11.1816
2.1527,1,BASELINE,130.3630,10729.0363,3,79.2856,0.1643,13.4458
2.1627,1,BASELINE,130.5507,10744.0551,3,70.0256,0.3495,8.9059
2.1727,1,BASELINE,130.7384,10759.0738,3,76.0527,0.2289,11.3108
2.1827,1,BASELINE,130.9262,10774.0926,3,66.0014,0.4300,7.2790
2.1927,1,BASELINE,131.1139,10789.1114,3,75.8568,0.2329,9.5610
2.2028,1,BASELINE,131.3016,10804.1302,3,71.3281,0.3234,11.1550
2.2128,1,BASELINE,131.4894,10819.1489,3,70.0020,0.3500,9.6354
2.2228,1,BASELINE,131.6771,10834.1677,3,58.7384,0.5752,6.3914
2.2328,1,BASELINE,131.8648,10849.1865,3,80.3898,0.1578,12.0150
2.2428,1,BASELINE,132.0526,10864.2053,3,68.3287,0.3834,10.2200
2.2528,1,BASELINE,132.2403,10879.2240,3,93.1368,0.4127,10.0896
2.2628,1,BASELINE,132.4280,10894.2428,3,68.8914,0.3722,10.8042
2.2728,1,BASELINE,132.6158,10909.2616,3,58.4516,0.5810,7.4833
2.2829,1,BASELINE,132.8035,10924.2804,3,74.6508,0.2570,9.9479
2.2929,1,BASELINE,132.9912,10939.2991,3,94.6003,0.4420,8.5605
2.3029,1,BASELINE,133.1790,10954.3179,3,60.3199,0.5436,8.4247
2.3129,1,BASELINE,133.3667,10969.3367,3,100.0000,0.5729,7.6478
2.3229,1,BASELINE,133.5544,10984.3554,3,87.7832,0.3057,8.8801
2.3329,1,BASELINE,133.7422,10999.3742,3,100.0000,0.5671,12.5218
2.3429,1,BASELINE,133.9299,11014.3930,3,78.9906,0.1702,10.9291
2.3529,1,BASELINE,134.1176,11029.4118,3,82.2950,0.1959,9.9404
2.3630,1,BASELINE,134.3054,11044.4305,3,82.2474,0.1949,12.0430
2.3730,1,BASELINE,134.4931,11059.4493,3,77.1275,0.2074,13.8154
2.3830,1,BASELINE,134.6809,11074.4681,3,63.5634,0.4787,12.0814
2.3930,1,BASELINE,134.8686,11089.4869,3,66.7785,0.4144,8.1586
2.4030,1,BASELINE,135.0563,11104.5056,3,73.3874,0.2823,11.4341
2.4130,1,BASELINE,135.2441,11119.5244,3,78.7333,0.1753,11.4519
2.4230,1,BASELINE,135.4318,11134.5432,3,68.6172,0.3777,9.0792
2.4330,1,BASELINE,135.6195,11149.5620,3,91.4453,0.3789,13.2386
2.4431,1,BASELINE,135.8073,11164.5807,3,91.1287,0.3726,13.0881
2.4531,1,BASELINE,135.9950,11179.5995,3,66.6530,0.4169,10.1228
2.4631,1,BASELINE,136.1827,11194.6183,3,88.8626,0.3273,10.5286
2.4731,1,BASELINE,136.3705,11209.6370,3,68.6137,0.3777,12.9454
2.4831,1,BASELINE,136.5582,11224.6558,3,84.1334,0.2327,11.5483
2.4931,1,BASELINE,136.7459,11239.6746,3,71.5272,0.3195,8.9320
2.5031,1,BASELINE,136.9337,11254.6934,3,98.4898,0.1802,4.2392
2.5131,1,BASELINE,137.1214,11269.7121,3,97.1239,0.2075,6.0894
2.5232,1,BASELINE,137.3091,11284.7309,3,92.4378,0.3012,8.7247
2.5332,1,BASELINE,137.4969,11299.7497,3,100.0000,0.1955,10.0355
2.5432,1,BASELINE,137.6846,11314.7685,3,100.0000,0.5162,12.1945
2.5532,1,BASELINE,137.8723,11329.7872,3,94.1486,0.2670,8.9364
2.5632,1,BASELINE,138.0601,11344.8060,3,100.0000,0.4707,10.3581
2.5732,1,BASELINE,138.2478,11359.8248,3,100.0000,0.2969,11.7676
2.5832,1,BASELINE,138.4355,11374.8436,3,93.1075,0.2878,10.9110
2.5932,1,BASELINE,138.6233,11389.8623,3,100.0000,0.2087,10.1348
2.6033,1,BASELINE,138.8110,11404.8811,3,94.7532,0.2549,7.3962
2.6133,1,BASELINE,138.9987,11419.8999,3,91.0253,0.3295,13.7731
2.6233,1,BASELINE,139.1865,11434.9186,3,99.3735,0.1625,9.1858
2.6333,1,BASELINE,139.3742,11449.9374,3,100.0000,0.1571,11.6808
2.6433,1,BASELINE,139.5620,11464.9562,3,85.8305,0.4334,13.1723
2.6533,1,BASELINE,139.7497,11479.9750,3,90.7529,0.3349,8.3068
2.6633,1,BASELINE,139.9374,11494.9937,3,91.4776,0.3204,10.8533
2.6733,1,BASELINE,140.1252,11510.0125,3,99.4819,0.1604,7.5078
2.6834,1,BASELINE,140.3129,11525.0313,3,100.0000,0.2598,9.9871
2.6934,1,BASELINE,140.5006,11540.0501,3,100.0000,0.2382,9.4540
2.7034,1,BASELINE,140.6884,11555.0688,3,100.0000,0.3708,7.4168
2.7134,1,BASELINE,140.8761,11570.0876,3,75.5643,0.6387,11.7308
2.7234,1,BASELINE,141.0638,11585.1064,3,100.0000,0.2268,11.6842
2.7334,1,BASELINE,141.2516,11600.1252,3,80.8145,0.5337,8.1453
2.7434,1,BASELINE,141.4393,11615.1439,3,90.2080,0.3458,9.7429
2.7534,1,BASELINE,141.6270,11630.1627,3,100.0000,0.2706,9.9460
2.7635,1,BASELINE,141.8148,11645.1815,3,98.1112,0.1878,9.8913
2.7735,1,BASELINE,142.0025,11660.2003,3,100.0000,0.4414,11.1802
2.7835,1,BASELINE,142.1902,11675.2190,3,100.0000,0.3104,9.1298
2.7935,1,BASELINE,142.3780,11690.2378,3,83.9744,0.4705,10.7594
2.8035,1,BASELINE,142.5657,11705.2566,3,100.0000,0.3364,10.9824
2.8135,1,BASELINE,142.7534,11720.2753,3,100.0000,0.4335,9.7829
2.8235,1,BASELINE,142.9412,11735.2941,3,100.0000,0.6159,10.8202
2.8335,1,BASELINE,143.1289,11750.3129,3,100.0000,0.2444,9.6745
2.8436,1,BASELINE,143.3166,11765.3317,3,77.8697,0.5926,10.5375
2.8536,1,BASELINE,143.5044,11780.3504,3,82.7074,0.4959,11.8937
2.8636,1,BASELINE,143.6921,11795.3692,3,94.2417,0.2652,8.5330
2.8736,1,BASELINE,143.8798,11810.3880,3,95.8874,0.2323,9.8282
2.8836,1,BASELINE,144.0676,11825.4068,3,100.0000,0.1547,6.6828
2.8936,1,BASELINE,144.2553,11840.4255,3,100.0000,0.2731,10.9507
2.9036,1,BASELINE,144.4431,11855.4443,3,100.0000,0.5027,7.9297
2.9136,1,BASELINE,144.6308,11870.4631,3,100.0000,0.5020,12.0174
2.9237,1,BASELINE,144.8185,11885.4819,3,84.7440,0.4551,7.6417
2.9337,1,BASELINE,145.0063,11900.5006,3,95.2250,0.2455,5.8603
2.9437,1,BASELINE,145.1940,11915.5194,3,100.0000,0.2567,10.6745
2.9537,1,BASELINE,145.3817,11930.5382,3,100.0000,0.6951,11.2743
2.9637,1,BASELINE,145.5695,11945.5569,3,100.0000,0.4690,9.7511
2.9737,1,BASELINE,145.7572,11960.5757,3,100.0000,0.4113,6.5335
2.9837,1,BASELINE,145.9449,11975.5945,3,99.5334,0.1593,6.4747
2.9937,1,BASELINE,146.1327,11990.6133,3,82.7953,0.4941,10.3185
3.0038,1,BASELINE,146.3204,12005.6320,3,92.3131,0.3037,11.8752
3.0138,1,BASELINE,146.5081,12020.6508,3,100.0000,0.1794,12.3723
3.0238,1,BASELINE,146.6959,12035.6696,3,100.0000,0.5255,9.0140
3.0338,1,BASELINE,146.8836,12050.6884,3,100.0000,0.3403,8.4657
3.0438,1,BASELINE,147.0713,12065.7071,3,89.1570,0.3669,9.4379
3.0538,1,BASELINE,147.2591,12080.7259,3,94.7413,0.2552,11.4244
3.0638,1,BASELINE,147.4468,12095.7447,3,100.0000,0.2897,9.3135
3.0738,1,BASELINE,147.6345,12110.7635,3,94.3399,0.2632,5.6687
3.0839,1,BASELINE,147.8223,12125.7822,3,100.0000,0.4061,8.1065
3.0939,1,BASELINE,148.0100,12140.8010,3,100.0000,0.3835,8.3246
3.1039,1,BASELINE,148.1977,12155.8198,3,100.0000,0.2285,11.3899
3.1139,1,BASELINE,148.3855,12170.8385,3,97.4425,0.2012,11.1877
3.1239,1,BASELINE,148.5732,12185.8573,3,100.0000,0.4775,10.5195
3.1339,1,BASELINE,148.7610,12200.8761,3,100.0000,0.1676,10.4263
3.1439,1,BASELINE,148.9487,12215.8949,3,100.0000,0.2772,8.0979
3.1539,1,BASELINE,149.1364,12230.9136,3,99.7163,0.1557,16.0055
3.1640,1,BASELINE,149.3242,12245.9324,3,82.7838,0.4943,10.7273
3.1740,1,BASELINE,149.5119,12260.9512,3,100.0000,0.5532,9.7164
3.1840,1,BASELINE,149.6996,12275.9700,3,100.0000,0.2528,8.7182
3.1940,1,BASELINE,149.8874,12290.9887,3,100.0000,0.4939,7.5128
3.2040,1,BASELINE,150.0751,12306.0075,3,100.0000,0.1533,11.8842
3.2140,1,BASELINE,150.2628,12321.0263,3,100.0000,0.1816,6.2774
3.2240,1,BASELINE,150.4506,12336.0451,3,100.0000,0.2145,9.9052
3.2340,1,BASELINE,150.6383,12351.0638,3,98.1004,0.1880,8.2194
3.2441,1,BASELINE,150.8260,12366.0826,3,100.0000,0.2736,8.7656
3.2541,1,BASELINE,151.0138,12381.1014,3,100.0000,0.1767,11.7511
3.2641,1,BASELINE,151.2015,12396.1202,3,87.7630,0.3947,11.2143
3.2741,1,BASELINE,151.3892,12411.1389,3,100.0000,0.1618,7.7561
3.2841,1,BASELINE,151.5770,12426.1577,3,100.0000,0.4063,4.4351
3.2941,1,BASELINE,151.7647,12441.1765,3,95.6453,0.2371,5.7521
3.3041,1,BASELINE,151.9524,12456.1952,3,91.0433,0.3291,9.7459
3.3141,1,BASELINE,152.1402,12471.2140,3,100.0000,0.2669,10.9952
3.3242,1,BASELINE,152.3279,12486.2328,3,100.0000,0.3507,9.3963
3.3342,1,BASELINE,152.5156,12501.2516,3,98.8641,0.1727,9.5476
3.3442,1,BASELINE,152.7034,12516.2703,3,93.2985,0.2840,13.3440
3.3542,1,BASELINE,152.8911,12531.2891,3,100.0000,0.3032,11.6181
3.3642,1,BASELINE,153.0788,12546.3079,3,98.9247,0.1715,9.4185
3.3742,1,BASELINE,153.2666,12561.3267,3,89.7022,0.3560,12.6298
